Group,Unique_times,chat
,2:23:21,"[' c9 saying c9 LUL c9 saying c9 LUL c9 saying c9 LUL c9', ' WHO?????', ' XQC PogChamp', ' PogChamp', ' GivePLZ GivePLZ gib pass GivePLZ GivePLZ', ' No spamming allowed (Keyvos)', ' who', ' Kappa', ' OWLLDN OWLLDNg', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY! 🌶️', ' what a VERY specific set of athletes??', ' what aboit xqc doe', ' 누군디']"
,2:23:22,"[' SPONSORED LUL', ' WHO???', ' WHO? 4Head', ' Kreygasm', ' 🌶🌶🌶🌶🌶🌶🌶🌶🌶🌶', ' uhh..', "" WHO'"", ' who']"
,2:23:23,"[' 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️', ' who', ' PogChamp', ' dafranOk dafranOk', ' moon2HEY', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' OWLHOUg', ' HeyGuys', ' gg', ' their french accent was strong', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY']"
,2:23:24,"[' v', ' PogChamp', ' we what', ' PogChamp PogChamp', ' OWLteamkill OWLteamkill OWLteamkill OWLteamkill', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY .🌶️🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY .🌶️', ' WHO LUL', ' WHOOOOOOO', ' LUL', ' THIS GOTTA BE FAKE', ' WHO', ' HeyGuys', ' who?', ' I missed the DJ Khaled thing. How bad was it', ' owlldn100']"
,2:23:25,[' bogpill :|']
,2:23:26,"[' haHAA', ' ?????', ' English is not good language for games', ' hjhhjhj', ' Who', ' Who', ' WHO', ' POG', ' ????', ' 🔥SPITFIREEEEEEEEEEEEEEEEEEE 🔥', ' LUL', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' who?', ' who??']"
,2:23:27,"[' PogChamp', ' SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️', ' SPAM 🌶️ THIS🌶️ CHILI🌶️ TO🌶️ HELP🌶️ SAVE🌶️ PHILLY', ' cringe', ' PAID ATHLETES', ' PogChamp', ' bdosin', ' PAID', ' WHO LUL', ' Didnt see that coming', ' WHO ??? LUL', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' ???', ' who', ' ?']"
,2:23:28,
,2:23:29,
,2:23:30,"[' Real sports LUL', ' WHO', ' she looks so bored', ' paid actors Kappa', ' HeyGuys', ' anyone gifting all acsess passes?', ' cringe', ' LUL', ' PAID LMAO', ' LUL', ' wraxuLUL wraxuLUL', ' PAID ACTORS LUL', "" IT'S FOOTBALL NOT SOCCER"", ' neat', '1']"
,2:23:31,
,2:23:32,
,2:23:33,"[' what !!!!!!', ' Who? :)', ' ???', ' ????', ' NORMIE', ' Paid', ' AngryJack', ' MingLee MingLee MingLee', ' WHO ?', ' ???', ' MONKAas', ' wHO?', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY .🌶️', ' rapgod', ' Normie Sports PogChamp']"
,2:23:34,"[' yo', ' PogChamp', ' PAID TO BE THERE LUL', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' WH OMEGALUL', ' KappaPride', ' OWLdeadeye OWLdeadeye OWLdeadeye OWLdeadeye', ' WHO LUL', ' OWLfireinthehole OWLhugeres OWLdragonblade OWLdragonblade', ' who is gay in thebackground', ' KappaPride', ' paid celebs lmao', ' PAIIIID', ' Is anyone giving out all access passes', ' 개듣봌ㅋㅋㅋ']"
20,2:24:24,"[' worst skins ever', ' BRENJI POGGERS', ' owlldn100', ' PogChamp PogChamp PogChamp PogChamp', ' OWLpotg', ' OMEGALUL', ' OWLGLA OWLGLA', ' OWLMercy OWLMercy OWLMercy', ' WHAT THE HECK', ' PROFIT', ' give tanks skins', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' xqcToxic', ' owlgla100 owlgla100 owlgla100 owlgla100 owlgla100 owlgla100', ' MOM GIVE ME YOUR CREDIT CARD']"
,2:24:25,[' aethea']
,2:24:26,"[' London ez', ' that tracer skin wow', ' BRENJI CARRY PogChamp', ' OWLonfire OWLonfire OWLonfire', ' PogChamp PogChamp PogChamp PogChamp PogChamp', ' OWLWidowmaker OWLWidowmaker OWLWidowmaker', ' why does the overwatch team hate mei so much?', ' SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️', ' GENJI Kreygasm TRACER DansGame', ' TAKE MY MONEY BLIZZ', ' THOSE SKINS', ' pogchamp', ' owlldn150', ' reddddit', ' TRACER AND GENJI AGAIN']"
,2:24:27,"[' xqcT', ' TRACER SKIN SO GOOD', ' jenju', ' how to get all star skins?', ' مره واااااا', ' SSSsss SPAM SSSsss THIS SSSsss CREEP SSSsss FOR SSSsss REVERSE SSSsss SWEEP', ' OMG I WANT THEM SKINS!!!!', ' xqcDab xqcDab xqcDab xqcDab', ' ', ' calvinDAB calvinDAB calvinDAB calvinDAB calvinDAB', ' LUL', ' OMEGALUL', ' HOW DO I GET THAT I NEED IT', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY! 🌶️', ' GIMME GIMME']"
,2:24:28,
,2:24:29,
,2:24:30,"[' GENCER CONFIRMED', ' those skins', ' PogChamp', ' LUL', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️', ' @OverwatchLeague What happened to bits? :(', ' BibleThump FINAL HALFTIME BibleThump', ' OWLPHIg OWLPHIg OWLPHIg OWLPHIg', ' owlfla100', ' @cutkhan agreed', ' nop', ' : 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️', ' but genji really good', ' is that wow']"
,2:24:31,
,2:24:32,[' hope Philly can pull it back.']
,2:24:33,"[' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' OWLboop OWLboop OWLboop', ' PogChamp PogChamp PogChamp PogChamp', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' WE CAAAAAAAAN', ' Is it too late to get the all access pass?', ' I want that GENGU skin', ' wow bren level', ' SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' OWLgold', ' BibleThump I BELIEVE', ' ALWAYS TRACER AND GENJI', ' Man I need the All Access pass']"
,2:24:34,"[' But I still want moreeeeee', ' owlldn100', ' LOL', ' 🌶 SPAM 🌶 THIS 🌶 CHILLY 🌶 TO 🌶 HELP 🌶 PHILLY', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️', ' PogChamp PogChamp PogChamp', ' gg ez', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLYs', ' owlnye100 owlnye100 owlnye100', ' wklWoof wklWoof']"
,2:24:35,"[' AKM BLADE', ' GIVE BRIGITTE SKINS', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' GIMME', "" no they can't LUL"", ' kEEPO', ' OWLPHI OWLPHI OWLPHI OWLPHI OWLPHI', ' IM BUYING THIS RN', ' No spamming allowed (King_Dog_Food78) (warning)', ' No long messages allowed (Nemuro)', ' 30$ SKINS OMEGA LUL', ' LUL', ' FLY TO LIVE', ' caster curse']"
,2:24:36,"[' 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' Instanut', ' They just thrown money at slightly famous people on mass', ' AngryJack', ' CoolStoryBob', ' plz give me access :(', ' Tracer has to stop being OW mascot', ' BlessRNG REVERSE SWEEP BlessRNG', ' PHILADELPHIA IS GONNA CHOKE LOL CMON MAN', ' LUL LUL LUL LUL LUL', ' #', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLYM', ' NO', ' Im gonna die if I dont get that genji skin']"
,2:24:37,
,2:24:38,"[' LUL', ' LUL', ' LUL', ' LUL LUL LUL LUL LUL', ' SabaPing SabaPing SabaPing SabaPing', ' LoL', ' I NEED THEM', ' ya', ' dang', ' OMEGALUL', ' LIVE TO FLY', ' SPAM THIS CREEP SSSsss FOR REVERSE SWEEP SSSsss SPAM THIS CREEP SSSsss FOR REVERSE SWEEP SSSsss', ' MercyWing1 PinkMercy PrimeUWot MercyWing2', ' Out here lookin like Moana', ' sureH sureH sureH sureH sureH']"
,2:24:39,"[' SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️', ' Kappa', ' BegWan BegWan BegWan BegWan', ' BRAN GENGO ♿ BRAN GENGO ♿ BRAN GENGO ♿ BRAN GENGO ♿ BRAN GENGO ♿', ' つ ◕_◕ ༽つ Give SKINS', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️', ' SKINS DansGame', ' LUL', ' GENJI HAS CURVES LUL', ' lulw', ' LUL', ' SHOW SKINS AGAIN', ' LUL LUL LUL', ' THAT GENJI SKIN GachiGasm', ' FailFish FailFish']"
21,2:25:31,"[' owlldn100', ' owlldn100 owlldn100', ' How does cheer sharing work and what is it', ' Kreygasm', ' SKINS 😩', ' OWLcheers', ' MercyWing1 LUL MercyWing2', ' LUL', ' ITS COMIN HOME', ' intel core i7 powers the OWL', ' THE MODS ARE DOING A GOODJOB CONTROLLING THE COPY AND PASTE IN THE CHAT']"
,2:25:32,"[' TableHere TableHere', ' I7 LUL', ' TriHard 7', ' haHAA', ' XDDDDDDDDDDDDDDD', ' wait how dow we get those legendary skins?', ' MissBanana', ' effEZ effEZ effEZ effEZ effEZ', ' OWLPHIg OWLPHIg', ' TriHard 7', ' must have those skins', ' Kreygasm', ' PogChamp1', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' SPAM 🌶️ THIS🌶️ CHILI🌶️ TO🌶️ HELP🌶️ SAVE🌶️ PHILLY']"
,2:25:33,[' owlldn100 owlldn100']
,2:25:34,"[' HOW DID I GET THESE SKIIIINNNNSSS', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY', ' ResidentSleeper', ' LONDON SPITFIRE STILL AN ENGLISH TEAM SALTY PHILLYS', ' OWLLDN WOOOO OWLLDN', ' INTEL Jebaited', ' eee', ' @xqcow Kreygasm', '14', ' 🍜 SPAM 🍜 THIS 🍜 NOO... 🏟 DOME 🏟 IT’S 🏟 COMING 🏟 HOME 🏟 #AcesHighttjrh', ' DALLAS pog', ' Kreygasm', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️', ' YAY']"
,2:25:35,"["" @Pegazeus25 IT'S JOHNNY"", ' VANDALISM', ' nice skins', ' jayne3 jayne4', ' HYPED FOR THE SKINS BOYYY', ' all access pass i got some big tittiys l', ' owlldn100 owlldn100 owlldn100', ' MercyWing1 KonCha MercyWing2', ' ***', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️', ' plz let them be in normal loot boxes', ' Kreygasm', ' BRINGING IT HOME FOR SOUTH KOREA', ' PogChamp PogChamp', ' OWLcheers']"
,2:25:36,"[' owlldn100', ' DVA Kreygasm', ' owlldn100', ' All these London bandwagoners though LUL', ' owlldn100']"
,2:25:37,"[' :)', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️', ' Intel LUL', ' imbuxaKhadgar', ' owlldn100', ' effEZ effEZ its finally coming home lads effEZ effEZ', ' SSSsss', ' Lol', ' F', ' SSSsss']"
,2:25:38,"[' FortOne', ' SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️', '7', ' the genji is nice but I still prefer the dragon armor', ' SOMEONE GOT THAT TATTOOED??', ' DROP MEPLEASE', '8', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', '777', ' Dragon LUL', ' No long messages allowed (asaltystar) (warning)', ' GingerPower GingerPower GingerPower GingerPower GingerPower', ' LUL LUL LUL LUL', ' LOL MAYHEM FAN']"
,2:25:39,[' owlldn100 owlldn100']
,2:25:40,"[' please give dva a good skin', '7', ' PAID ACTORS', ' owldal100 owldal100', ' Houston Tatoo Kappa', ' owlphi100', ' owlgla100 owlgla100', ' OWLdiediedie OWLdiediedie', ' Jebaited Its coming home Jebaited PogChamp', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ PHILLY. 🌶️🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ PHILLY. 🌶️', ' LUL', ' Wasting time so finals last longer than 30 min LUL', ' yeah', ' tokens :V', ' OWLnerfthis OWLnerfthis OWLnerfthis OWLnerfthis']"
,2:25:41,"[' triSoft', ' that tracer skin tho', ' GIVE US NEW CINEMATIC', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️', ' haHA', ' 4Head 4Head', ' OWLLDN SwiftRage', ' LULW', ' Shanghai LUL', '7', ' ЛОНДОН БАБЪ', ' MercyWing1 scully1Heart MercyWing2', ' OWLnerfthis OWLnerfthis OWLnerfthis', ' SPAM 🌶️ THIS🌶️ CHILI🌶️ TO🌶️ HELP🌶️ SAVE🌶️ PHILLY SPAM 🌶️ THIS🌶️ CHILI🌶️ TO🌶️ HELP🌶️ SAVE🌶️ PHILLY SPAM 🌶️ THIS🌶️ CHILI🌶️ TO🌶️ HELP🌶️ SAVE🌶️ PHILLY', ' OWLselfdestruct']"
,2:25:42,
,2:25:43,"[' ITS COMING HOME', ' #owlmvp carpe', ' please gift pass', ' PowerUpL PinkMercy PowerUpR', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ PHILLY. 🌶️🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ PHILLY. 🌶️🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ PHILLY. 🌶️', ' OWLgg', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', '14', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY']"
,2:25:44,"[' DVA D: ?', ' MrDestructoid MrDestructoid MrDestructoid', ' 🏟 SPAM 🏟 THIS 🏟 DOME 🏟 ITS 🏟 COMING 🏟 HOME 🏟 .', ' GENJI IS THICK', "" SourPls IT'S A JAMMER SourPls"", ' MercyWing1 PogChamp MercyWing2', ' IN LUL EL', ' 🍜 SPAM 🍜 THIS 🍜 NOO... 🏟 DOME 🏟 IT’S 🏟 COMING 🏟 HOME 🏟 #AcesHighq', ' PRAY FOR SPRAYS BlessRNG', ' OWLDVa OWLDVa OWLPharah', ' Cringe', ' WHERES GLADS', ' love the skins', '7']"
,2:25:45,"[' Shanghai LUL', ' GAME UPRISING', ' SHANGHAI LUL', ' OWLgetonpoint OWLgetonpoint OWLgetonpoint OWLgetonpoint', ' Intel LUL', ' AMD is the best', '7', ' 🌶 SPAM 🌶 THIS 🌶 CHILLY 🌶 TO 🌶 HELP 🌶 PHILLY', ' owlfla150', ' OWLLDNg OWLLDNg OWLLDNg', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️', ' f ur chill', ' OWLDAL OWLDAL OWLDAL', ' LUL']"
22,2:29:23,"[' owlphi100', ' owlsfs100', ' owlphi50']"
,2:29:24,"[' hi', '1', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️ 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️ 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' !spray', ' london ez', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ PHILLY. 🌶️', ' go go go', ' gg', ' OWLonfire', ' COME ON PHILLY']"
,2:29:25,"[' OWLcheers', ' owldal100', ' SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️', ' Boi', ' MercyWing1 PinkMercy MercyWing2', ' bryandHypeBlue bryandHypeBlue bryandHypeBlue bryandHypeBlue bryandHypeBlue', ' xqcEZ', ' MercyWing1 TheIlluminati MercyWing2', ' fff', ' FortOne PokPikachu', ' ResidentSleeper ResidentSleeper', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️a', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' STILL HOPE FOR PHILLY', ' OWLteamkill']"
,2:29:26,[' owlphi550']
,2:29:27,"[' OWLPHIg OWLPHIg', ' Smh', ' SADO SUCKS', ' OWLTorbjorn OWLTorbjorn OWLTorbjorn', ' owlval100', ' moon2MLEM HEYA moon2MLEM @JaredNexus', ' о', ' LUL', ' OWLLDN OWLLDN', ' 3-0 philly london', ' Kreygasm CoolStoryBob', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️.', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' valkW']"
,2:29:28,"[' CMON LONDON', ' :hot_pepper:️ SPAM :hot_pepper:️ THIS :hot_pepper:️ CHILI :hot_pepper:️ TO :hot_pepper:️ HELP :hot_pepper:️ OUT :hot_pepper:️ PHILLY! :hot_pepper:️', ' ***', ' owlseo150', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY 🌶️', ' JEFF', ' LUL', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' lets settle this with a genji 1v1 EQO vs Profit', ' MercyWing1 PinkMercy MercyWing2', ' owlseo100', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️d', ' owlphi100', ' OWLPHIg OWLNYEg OWLSFSg OWLSHDg', ' LUCIO BE HEALIN US']"
,2:29:29,"[' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' VoteNay']"
,2:29:30,"[' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY .🌶️🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY .🌶️', ' CoolStoryBob', ' owlshd100', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' OWLgg OWLgg OWLgg OWLgg', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' OWLDVa', ' DJ IN THE MIX LUL', ' why didnt i get the sprays? uve been watching since it started :(', ' londooooooooooon', ' JEFFPACITO', ' PogChamp PogChamp PogChamp', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️🌶️ SPAM 🌶️ THIS 🌶️ CHILI 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY 🌶️k', ' OWLonfire OWLonfire OWLonfire OWLonfire OWLonfire', ' MrDestructoid']"
,2:29:31,
,2:29:32,
,2:29:33,"[' SPAM BibleThump THIS BibleThump CRIER BibleThump TO BibleThump HELP BibleThump SPITFIRE', ' DendiFace DendiFace DendiFace DendiFace DendiFace', ' CMON FUSION OWLPHIg OWLPHI ', ' :stadium:️ SPAM :stadium:️ THIS :stadium:️ DOME :stadium:️ TO :stadium:️ BRING :stadium:️ IT :stadium:️ HOME :stadium:️', ' No excessive use of emotes allowed (betorang091) (warning)', ' BibleThump FINAL BREAK BibleThump', ' owlbos150', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' Gift me all-access pass']"
,2:29:34,"[' owlseo100 owlseo100', ' o', ' GayPride GayPride', ' PHILY', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY .🌶️ SPAM 🌶️ THIS 🌶️ CHILLI 🌶️ TO 🌶️ HELP 🌶️ PHILLY .', '6', ' They should have done Guess My SR during the breaks', ' owlphi100', ' fusion going to rewerse sweep', ' 🌶️ SPAM 🌶️ THIS 🌶️ CHILLY 🌶️ TO 🌶️ HELP 🌶️ OUT 🌶️ PHILLY', ' Kappa', ' wraxuMelt wraxuMelt wraxuMelt', ' DoritosChip', ' GO AGANE', ' all star skins how get']"
